Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Austin Seibert,CLE,2,3,1,1,0,0,,0
Jamie Gillan,CLE,,,,,4,207,51.8,62
Randy Bullock,CIN,3,4,2,2,0,0,,0
Kevin Huber,CIN,,,,,3,167,55.7,60
