Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Robbie Gould,SFO,3,3,3,3,0,0,,0
Mitch Wishnowsky,SFO,,,,,2,88,44.0,45
Matthew Wright,JAX,1,1,1,1,0,0,,0
Logan Cooke,JAX,,,,,4,193,48.3,52
