Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Bryant,ATL,2,2,1,1,0,0,,
Matthew Bosher,ATL,,,,,4,196,49.0,59
Graham Gano,CAR,2,2,2,2,0,0,,
Michael Palardy,CAR,,,,,5,249,49.8,57
