Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Myers,NYJ,2,2,1,1,0,0,,0
Lac Edwards,NYJ,,,,,7,344,49.1,62
Greg Joseph,CLE,1,1,2,2,0,0,,
Britton Colquitt,CLE,,,,,8,273,34.1,55
