Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Joey Slye,WAS,2,3,,,0,0,,0
Tress Way,WAS,,,,,5,203,40.6,50
Lucas Havrisik,LAR,2,2,2,3,0,0,,0
Ethan Evans,LAR,,,,,3,134,44.7,54
