Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Cedrick Wilson Jr.,MIA,0,0,,0,0,1,8,8.0,0,8
Raheem Mostert,MIA,1,18,18.0,0,18,0,0,,0,0
Dante Pettis,CHI,0,0,,0,0,1,2,2.0,0,2
Khalil Herbert,CHI,1,30,30.0,0,30,0,0,,0,0
