Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Harrison Butker,KAN,4,4,2,2,0,0,,0
Tommy Townsend,KAN,,,,,3,199,66.3,76
Brandon McManus,DEN,4,4,,,0,0,,0
Corliss Waitman,DEN,,,,,7,333,47.6,51
