Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jaelon Darden,TAM,0,0,,0,0,3,14,4.7,0,6
Rachaad White,TAM,2,54,27.0,0,27,0,0,,0,0
Steven Sims,PIT,3,112,37.3,0,89,3,23,7.7,0,24
