Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Ryan Succop,TEN,1,1,1,1,0,0,,
Brett Kern,TEN,,,,,10,549,54.9,71
Cody Parkey,MIA,1,2,1,1,0,0,,
Matt Haack,MIA,,,,,9,459,51.0,62
