Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Dan Bailey,MIN,1,1,,1,0,0,,
Matt Wile,MIN,,,,,5,213,42.6,46
Sebastian Janikowski,SEA,1,1,2,2,0,0,,
Michael Dickson,SEA,,,,,5,220,44.0,55
