Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Randy Bullock,CIN,4,4,1,1,0,0,,
Kevin Huber,CIN,,,,,8,342,42.8,55
Justin Tucker,BAL,3,3,2,2,0,0,,
Sam Koch,BAL,,,,,8,333,41.6,51
