Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Evan McPherson,CIN,4,4,2,3,0,0,,0
Brad Robbins,CIN,,,,,1,33,33.0,33
Brandon McManus,JAX,4,4,1,2,0,0,,0
Logan Cooke,JAX,,,,,5,203,40.6,43
