Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Devin Duvernay,BAL,2,50,25.0,0,25,2,19,9.5,0,12
Jakeem Grant,CHI,0,0,,0,0,1,4,4.0,0,4
Khalil Herbert,CHI,1,17,17.0,0,17,0,0,,0,0
Cole Kmet,CHI,1,0,0.0,0,0,0,0,,0,0
