Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Justin Tucker,BAL,1,1,3,3,0,0,,0
Sam Koch,BAL,,,,,6,260,43.3,57
Cairo Santos,CHI,1,1,,1,0,0,,0
Pat O'Donnell,CHI,,,,,5,205,41.0,53
