Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Michael Badgley,DET,2,2,1,1,0,0,,0
Jack Fox,DET,,,,,4,206,51.5,54
Eddy Pineiro,CAR,4,4,3,3,0,0,,0
Johnny Hekker,CAR,,,,,3,117,39.0,52
