Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
DeAndre Carter,PHI,2,34,17.0,0,20,5,47,9.4,0,23
Odell Beckham Jr.,NYG,0,0,,0,0,3,0,0.0,0,9
Jawill Davis,NYG,2,58,29.0,0,32,0,0,,0,0
