Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Lac Edwards,NYJ,,,,,8,365,45.6,56
Brandon McManus,DEN,2,2,3,4,0,0,,0
Riley Dixon,DEN,,,,,5,247,49.4,60
