Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Younghoe Koo,ATL,3,3,2,2,0,0,,0
Sterling Hofrichter,ATL,,,,,1,43,43.0,43
Ryan Succop,TAM,5,5,3,3,0,0,,0
