Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Andre Roberts,NYJ,0,0,,0,0,2,17,8.5,0,9
Jakeem Grant,MIA,0,0,,0,0,3,37,12.3,0,19
Senorise Perry,MIA,1,24,24.0,0,24,0,0,,0,0
