Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Wil Lutz,NOR,3,4,,,0,0,,0
Thomas Morstead,NOR,,,,,6,324,54.0,64
Jason Myers,SEA,3,3,,,0,0,,0
Michael Dickson,SEA,,,,,4,165,41.3,59
