Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Michael Campanaro,BAL,0,0,,0,0,1,0,0.0,0,0
Jabrill Peppers,CLE,3,77,25.7,0,29,1,11,11.0,0,11
