Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Mason Crosby,GNB,1,2,1,1,0,0,,0
Corey Bojorquez,GNB,,,,,1,35,35.0,35
Riley Patterson,DET,4,4,3,3,0,0,,0
Jack Fox,DET,,,,,2,97,48.5,67
