Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jake Elliott,PHI,2,2,3,4,0,0,,0
Cameron Johnston,PHI,,,,,3,128,42.7,46
Jason Sanders,MIA,2,3,1,1,0,0,,0
Matt Haack,MIA,,,,,3,96,32.0,41
