Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Eddy Pineiro,CAR,1,1,1,1,0,0,,0
Johnny Hekker,CAR,,,,,8,367,45.9,57
Chase McLaughlin,TAM,3,3,,,0,0,,0
Jake Camarda,TAM,,,,,8,369,46.1,61
