Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Tyler Lockett,SEA,2,45,22.5,0,23,4,35,8.8,0,14
Ed Eagan,NYG,0,0,,0,0,2,0,0.0,0,0
Shane Vereen,NYG,1,18,18.0,0,18,0,0,,0,0
