Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Robbie Gould,SFO,2,3,1,1,0,0,,0
Mitch Wishnowsky,SFO,,,,,3,137,45.7,60
Jason Myers,SEA,4,4,,1,0,0,,0
Michael Dickson,SEA,,,,,4,205,51.3,65
