Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Kyle Philips,TEN,0,0,,0,0,1,12,12.0,0,12
Tyjae Spears,TEN,1,12,12.0,0,12,0,0,,0,0
Isaiah McKenzie,IND,1,19,19.0,0,19,1,5,5.0,0,5
