Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Stephen Hauschka,BUF,2,2,,2,0,0,,0
Corey Bojorquez,BUF,,,,,4,199,49.8,64
Austin Seibert,CLE,1,2,2,2,0,0,,0
Jamie Gillan,CLE,,,,,3,146,48.7,53
