Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brandon McManus,JAX,1,1,3,4,0,0,,0
Logan Cooke,JAX,,,,,2,77,38.5,42
Matt Ammendola,HOU,3,3,,2,0,0,,0
Cameron Johnston,HOU,,,,,4,192,48.0,53
