Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Prater,DET,1,1,,1,0,0,,
Sam Martin,DET,,,,,7,317,45.3,55
Stephen Hauschka,BUF,2,2,,,0,0,,
Matt Darr,BUF,,,,,6,245,40.8,52
