Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Tristan Vizcaino,LAC,,1,,,0,0,,0
Ty Long,LAC,,,,,5,262,52.4,69
Justin Tucker,BAL,4,4,2,2,0,0,,0
Sam Koch,BAL,,,,,2,86,43.0,53
