Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
K.J. Hill,LAC,3,50,16.7,0,18,0,0,,0,0
Jalen Guyton,LAC,2,32,16.0,0,22,0,0,,0,0
Devin Duvernay,BAL,2,70,35.0,0,47,3,44,14.7,0,17
