Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Cameron Dicker,LAC,1,1,3,3,0,0,,0
JK Scott,LAC,,,,,5,200,40.0,44
Robbie Gould,SFO,1,2,3,3,0,0,,0
Mitch Wishnowsky,SFO,,,,,4,132,33.0,40
