Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Cody Parkey,CLE,1,2,1,1,0,0,,0
Jamie Gillan,CLE,,,,1,6,251,41.8,53
Sam Ficken,NYJ,2,3,1,2,0,0,,0
Braden Mann,NYJ,,,,,7,260,37.1,49
