Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brett Maher,DAL,2,2,1,2,0,0,,0
Chris Jones,DAL,,,,,5,208,41.6,53
Dustin Hopkins,WAS,2,2,2,2,0,0,,
Tress Way,WAS,,,,,6,227,37.8,41
