Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jake Elliott,PHI,4,4,,,0,0,,0
Cameron Johnston,PHI,,,,,4,167,41.8,51
Mason Crosby,GNB,3,3,2,2,0,0,,0
JK Scott,GNB,,,,,2,83,41.5,52
