Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Aldrick Rosas,NYG,2,2,3,4,0,0,,
Brad Wing,NYG,,,,,6,299,49.8,62
Brandon McManus,DEN,1,1,1,3,0,0,,0
Riley Dixon,DEN,,,,,3,153,51.0,55
