Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Ed Eagan,NYG,0,0,,0,0,1,20,20.0,0,20
Isaiah McKenzie,DEN,0,0,,0,0,3,17,5.7,0,10
Brendan Langley,DEN,2,75,37.5,0,47,1,6,6.0,0,6
