Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Myers,SEA,6,6,2,3,0,0,,0
Dominik Eberle,DET,2,4,1,1,0,0,,0
Jack Fox,DET,,,,,2,97,48.5,49
