Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Eddy Pineiro,CAR,1,1,1,1,0,0,,0
Johnny Hekker,CAR,,,,,6,281,46.8,54
Wil Lutz,NOR,1,1,,2,0,0,,0
Blake Gillikin,NOR,,,,,5,224,44.8,68
