Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Amari Rodgers,GNB,0,0,,0,0,2,12,6.0,0,7
Kylin Hill,GNB,1,13,13.0,0,13,0,0,,0,0
Rondale Moore,ARI,2,48,24.0,0,28,3,14,4.7,0,14
Demetrius Harris,ARI,1,12,12.0,0,12,0,0,,0,0
