Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Pat O'Donnell,CHI,,,,,6,251,41.8,58
Cairo Santos,CHI,,,1,2,0,0,,
Jake Elliott,PHI,4,4,1,1,0,0,,
Donnie Jones,PHI,,,,,2,87,43.5,46
