Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Rodrigo Blankenship,IND,3,3,2,2,0,0,,0
Rigoberto Sanchez,IND,,,,,4,200,50.0,57
Jason Sanders,MIA,2,2,1,1,0,0,,0
Michael Palardy,MIA,,,,,5,239,47.8,56
