Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Devin Duvernay,BAL,2,44,22.0,0,28,3,47,15.7,0,28
Donovan Peoples-Jones,CLE,0,0,,0,0,3,24,8.0,0,10
