Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Nick Folk,NWE,2,2,2,2,0,0,,0
Jake Bailey,NWE,,,,,5,233,46.6,57
Justin Tucker,BAL,4,5,1,1,0,0,,0
Sam Koch,BAL,,,,,2,98,49.0,50
