Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Cairo Santos,CHI,3,3,1,2,0,0,,0
Trenton Gill,CHI,,,,,4,160,40.0,44
Younghoe Koo,ATL,3,3,2,2,0,0,,0
Bradley Pinion,ATL,,,,,3,139,46.3,50
