Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Isaiah McKenzie,IND,1,42,42.0,0,42,1,11,11.0,0,11
Ty Montgomery,NWE,1,22,22.0,0,22,0,0,,0,0
