Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Gay,IND,1,1,1,2,0,0,,0
Rigoberto Sanchez,IND,,,,,5,224,44.8,69
Bryce Baringer,NWE,,,,,4,250,62.5,79
Chad Ryland,NWE,,,2,3,0,0,,0
