Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Chris Boswell,PIT,2,2,2,3,0,0,,
Jordan Berry,PIT,,,,,4,150,37.5,48
Sam Koch,BAL,,,,,5,222,44.4,51
Justin Tucker,BAL,,,1,2,0,0,,
