Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Matt Gay,LAR,1,1,3,3,0,0,,0
Riley Dixon,LAR,,,,,6,286,47.7,67
Jason Myers,SEA,1,1,4,5,0,0,,0
Michael Dickson,SEA,,,,,5,233,46.6,54
