Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jamal Agnew,DET,1,24,24.0,0,24,4,106,26.5,1,74
Zach Zenner,DET,1,20,20.0,0,20,0,0,,0,0
Ted Ginn Jr.,NOR,2,26,13.0,0,17,2,6,3.0,0,6
