Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jabrill Peppers,CLE,1,17,17.0,0,17,2,9,4.5,0,8
Dontrell Hilliard,CLE,1,31,31.0,0,31,0,0,,0,0
River Cracraft,DEN,0,0,,0,0,2,0,0.0,0,0
Devontae Booker,DEN,1,35,35.0,0,35,0,0,,0,0
