Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Jason Sanders,MIA,1,1,,,0,0,,
Matt Haack,MIA,,,,,7,293,41.9,52
Stephen Gostkowski,NWE,5,5,1,1,0,0,,
Ryan Allen,NWE,,,,,2,80,40.0,44
