Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Richie James,SFO,1,18,18.0,0,18,3,38,12.7,0,18
Jojo Natson,LAR,3,74,24.7,0,27,1,8,8.0,0,8
