Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Brett Maher,DAL,1,1,3,3,0,0,,0
Chris Jones,DAL,,,,,5,220,44.0,55
Ka'imi Fairbairn,HOU,1,1,4,5,0,0,,
Trevor Daniel,HOU,,,,,3,160,53.3,61
