Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jamison Crowder,WAS,0,0,,0,0,5,31,6.2,0,14
Antonio Gibson,WAS,3,72,24.0,0,37,0,0,,0,0
Demario Douglas,NWE,0,0,,0,0,2,-2,-1.0,0,0
