Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Justin Tucker,BAL,2,2,1,1,0,0,,
Sam Koch,BAL,,,,,3,169,56.3,60
Randy Bullock,CIN,4,4,2,2,0,0,,
Kevin Huber,CIN,,,,,6,241,40.2,55
