Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Graham Gano,NYG,1,1,2,3,0,0,,0
Riley Dixon,NYG,,,,,4,157,39.3,51
Aldrick Rosas,NOR,3,3,,1,0,0,,0
Blake Gillikin,NOR,,,,,3,132,44.0,55
