Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Trenton Gill,CHI,,,,,5,264,52.8,58
Michael Badgley,CHI,,,4,4,0,0,,0
Graham Gano,NYG,2,2,2,3,0,0,,0
Jamie Gillan,NYG,,,,,5,273,54.6,59
