Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Rondale Moore,ARI,3,71,23.7,0,32,1,0,0.0,0,0
Jakeem Grant,CHI,0,0,,0,0,1,8,8.0,0,8
Khalil Herbert,CHI,2,49,24.5,0,27,0,0,,0,0
