Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Tarik Cohen,CHI,3,67,22.3,0,37,2,37,18.5,0,21
Eddie Jackson,CHI,0,0,,0,0,2,6,3.0,0,7
Benny Cunningham,CHI,2,38,19.0,0,23,0,0,,0,0
Michael Campanaro,BAL,0,0,,0,0,5,132,26.4,1,77
Bobby Rainey,BAL,5,191,38.2,1,96,0,0,,0,0
