Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Giorgio Tavecchio,OAK,3,3,2,2,0,0,,
Marquette King,OAK,,,,,3,140,46.7,49
Cody Parkey,MIA,1,2,1,1,0,0,,
Matt Haack,MIA,,,,,5,221,44.2,54
