Player,Tm,Kick Returns_Rt,Kick Returns_Yds,Kick Returns_Y/Rt,Kick Returns_TD,Kick Returns_Lng,Punt Returns_Ret,Punt Returns_Yds,Punt Returns_Y/R,Punt Returns_TD,Punt Returns_Lng
Jaelon Darden,TAM,0,0,,0,0,2,17,8.5,0,17
Giovani Bernard,TAM,1,14,14.0,0,14,0,0,,0,0
Deonte Harty,NOR,2,65,32.5,0,33,1,-6,-6.0,0,-6
