Player,Tm,Scoring_XPM,Scoring_XPA,Scoring_FGM,Scoring_FGA,Punting_Pnt,Punting_Yds,Punting_Y/P,Punting_Lng
Cody Parkey,CHI,2,2,3,3,0,0,,
Pat O'Donnell,CHI,,,,,4,201,50.3,63
Mason Crosby,GNB,3,3,1,1,0,0,,
JK Scott,GNB,,,,,4,192,48.0,58
